HHNo,area,age_of_respondent,chronic_illness,nhif_usage,nssf_usage,most_important_life_goal,income_source,avg_mnth_income,hse_land_loan,securities_use,nearest_financial_prod,land_house_ownership,total_exp_per_moth,electronic_device,motorvehicle_ownership,livestock_ownership,insurance
1166,Urban,16,Yes,No,No,Education,Family,1500.0,No,No,MMoney,No,10000,No,No,False,No
1041,Urban,40,No,Yes,Yes,Education,Employment,8000.0,Yes,No,MMoney,No,4000,No,No,False,Yes
1005,Rural,17,No,No,No,Education,Family,500.0,No,No,MMoney,No,15000,No,No,True,Yes
1089,Rural,18,No,No,No,Education,Family,500.0,No,No,MMoney,No,5000,No,No,True,No
1095,Urban,40,No,Yes,Yes,Education,Employment,30000.0,Yes,No,MMoney,Yes,15000,Yes,No,False,Yes
1071,Urban,40,Yes,No,No,Education,Casual_work,10000.0,No,No,MMoney,No,2000,Yes,Yes,False,No
1072,Rural,26,No,No,No,Home,Employment,20000.0,No,No,MMoney,Yes,3000,No,No,True,No
1003,Urban,35,No,No,No,Education,Business,30000.0,No,No,MMoney,Yes,16000,Yes,Yes,False,Yes
1049,Urban,48,No,No,No,Food,Family,5000.0,No,No,MMoney,No,12000,No,No,False,Yes
1057,Rural,37,No,Yes,Yes,Food,Casual_work,3000.0,No,No,MMoney,No,3000,Yes,No,False,Yes
1018,Urban,62,No,No,No,Food,Family,2400.0,No,No,MMoney,Yes,15000,No,No,False,Yes
1082,Urban,52,No,Yes,No,Education,Employment,,Yes,No,MMoney,Yes,50000,Yes,Yes,False,Yes
1102,Rural,66,Yes,Yes,Yes,Food,Employment,27000.0,Yes,No,MMoney,Yes,25000,No,No,False,Yes
1001,Urban,20,No,Yes,No,Food,Family,5000.0,No,No,MMoney,Yes,5000,Yes,Yes,False,Yes
1067,Urban,32,No,Yes,No,Food,Business,30000.0,No,No,MMoney,No,20000,Yes,No,False,Yes
1004,Urban,29,Yes,No,No,Food,Casual_work,,No,No,MMoney,No,4000,No,No,False,No
1060,Rural,35,No,No,No,Food,Casual_work,9000.0,No,No,MMoney,Yes,6000,No,No,False,No
1022,Urban,56,No,No,No,Health,Casual_work,6000.0,No,No,MMoney,No,6000,No,No,False,No
1022,Rural,30,No,No,No,Education,Casual_work,10000.0,No,No,MMoney,Yes,10000,No,No,False,Yes
1032,Urban,33,No,Yes,No,Business,Business,30000.0,No,No,MMoney,Yes,40000,Yes,Yes,False,Yes
1063,Urban,22,No,No,No,Education,Family,,No,No,MMoney,No,22000,Yes,No,False,No
1020,Rural,17,Yes,No,No,Health,Casual_work,500.0,No,No,MMoney,No,18000,No,Yes,True,No
1101,Urban,55,No,No,No,Food,Casual_work,5000.0,No,No,MMoney,No,4500,No,No,False,No
1056,Rural,27,No,No,No,Food,Casual_work,10000.0,No,No,Bank,No,10000,No,No,False,No
1016,Rural,44,No,No,No,Education,Casual_work,10000.0,No,No,Bank,No,10000,No,No,False,No
1026,Urban,40,Yes,No,No,Health,Business,8000.0,No,No,MMoney,No,6000,No,No,False,No
1127,Urban,31,No,No,No,Health,Family,7000.0,No,No,MMoney,No,25000,No,No,False,No
1038,Urban,28,No,No,Yes,Food,Family,3000.0,No,No,MMoney,No,15000,Yes,No,False,Yes
1070,Urban,46,No,No,No,Food,Casual_work,12000.0,No,No,MMoney,Yes,10000,Yes,No,False,No
1040,Rural,25,No,No,No,Business,Agriculture,,No,No,MMoney,No,16000,No,Yes,True,No
1082,Rural,60,No,No,Yes,None,Agriculture,,No,No,MMoney,Yes,5000,No,No,False,Yes
